"CID10","OPC","CAT","SUBCAT","DESCR","RESTRSEXO"
"N85","","S","N","N85   Outr transt nao-inflam utero exc colo utero","3"
"N850","","N","S","N85.0 Hiperplasia glandular endometrial","3"
"N851","","N","S","N85.1 Hiperplasia adenomatosa endometrial","3"
"N852","","N","S","N85.2 Hipertrofia do utero","3"
"N853","","N","S","N85.3 Subinvolucao do utero","3"
"N854","","N","S","N85.4 Posicao anormal do utero","3"
"N855","","N","S","N85.5 Inversao do utero","3"
"N856","","N","S","N85.6 Sinequias intra-uterinas","3"
"N857","","N","S","N85.7 Hematometra","3"
"N858","","N","S","N85.8 Outr transt nao-inflam espec do utero","3"
"N859","","N","S","N85.9 Transt nao-inflam do utero NE","3"
"N86","","S","S","N86   Erosao e ectropio do colo do utero","3"
"N87","","S","N","N87   Displasia do colo do utero","3"
"N870","","N","S","N87.0 Displasia cervical leve","3"
"N871","","N","S","N87.1 Displasia cervical moderada","3"
"N872","","N","S","N87.2 Displasia cervical grave NCOP","3"
"N879","","N","S","N87.9 Displasia do colo do utero NE","3"
"N88","","S","N","N88   Outr transt nao-inflam do colo do utero","3"
"N880","","N","S","N88.0 Leucoplasia do colo do utero","3"
"N881","","N","S","N88.1 Laceracao antiga do colo do utero","3"
"N882","","N","S","N88.2 Estreitamento e estenose do colo do utero","3"
"N883","","N","S","N88.3 Incompetencia do colo do utero","3"
"N884","","N","S","N88.4 Alongamento hipertrofico do colo do utero","3"
"N888","","N","S","N88.8 Outr transt nao-inflam espec colo do utero","3"
"N889","","N","S","N88.9 Transt nao-inflam e NE do colo do utero","3"
"N89","","S","N","N89   Outr transt nao-inflam da vagina","3"
"N890","","N","S","N89.0 Displasia vaginal leve","3"
"N891","","N","S","N89.1 Displasia vaginal moderada","3"
"N892","","N","S","N89.2 Displasia vaginal grave NCOP","3"
"N893","","N","S","N89.3 Displasia da vagina NE","3"
"N894","","N","S","N89.4 Leucoplasia da vagina","3"
"N895","","N","S","N89.5 Estreitamento e atresia da vagina","3"
"N896","","N","S","N89.6 Anel himenal apertado","3"
"N897","","N","S","N89.7 Hematocolpos","3"
"N898","","N","S","N89.8 Outr transt nao-inflam espec da vagina","3"
"N899","","N","S","N89.9 Transt nao-inflam da vagina NE","3"
"N90","","S","N","N90   Outr transt nao-inflam da vulva e do perineo","3"
"N900","","N","S","N90.0 Displasia vulvar leve","3"
"N901","","N","S","N90.1 Displasia vulvar moderada","3"
"N902","","N","S","N90.2 Displasia vulvar grave NCOP","3"
"N903","","N","S","N90.3 Displasia de vulva NE","3"
"N904","","N","S","N90.4 Leucoplasia de vulva","3"
"N905","","N","S","N90.5 Atrofia da vulva","3"
"N906","","N","S","N90.6 Hipertrofia da vulva","3"
"N907","","N","S","N90.7 Cisto vulvar","3"
"N908","","N","S","N90.8 Outr transt nao-inflam espec vulva e perineo","3"
"N909","","N","S","N90.9 Transt nao-inflam e NE da vulva e do perineo","3"
"N91","","S","N","N91   Menstruacao ausente escassa e pouco freq","3"
"N910","","N","S","N91.0 Amenorreia prim","3"
"N911","","N","S","N91.1 Amenorreia secund","3"
"N912","","N","S","N91.2 Amenorreia NE","3"
"N913","","N","S","N91.3 Oligomenorreia prim","3"
"N914","","N","S","N91.4 Oligomenorreia secund","3"
"N915","","N","S","N91.5 Oligomenorreia NE","3"
"N92","","S","N","N92   Menstruacao excessiva frequente e irregular","3"
"N920","","N","S","N92.0 Menstruacao excessiva freq c/ciclo regular","3"
"N921","","N","S","N92.1 Menstruacao excessiva freq c/ciclo irregular","3"
"N922","","N","S","N92.2 Menstruacao excessiva na puberdade","3"
"N923","","N","S","N92.3 Sangramento da ovulacao","3"
"N924","","N","S","N92.4 Sangramento abundante na pre-menopausa","3"
"N925","","N","S","N92.5 Outr tipos espec irregularidade menstruacao","3"
"N926","","N","S","N92.6 Menstruacao irregular NE","3"
"N93","","S","N","N93   Outr sangramentos anormais utero e vagina","3"
"N930","","N","S","N93.0 Sangramentos pos-coito ou de contato","3"
"N938","","N","S","N93.8 Outr sangramentos anorm espec utero vagina","3"
"N939","","N","S","N93.9 Sangramento anormal do utero ou da vagina NE","3"
"N94","","S","N","N94   Dor outr afecc ass org genit fem cicl menstr","3"
"N940","","N","S","N94.0 Ovulacao dolorosa","3"
"N941","","N","S","N94.1 Dispareunia","3"
"N942","","N","S","N94.2 Vaginismo","3"
"N943","","N","S","N94.3 Sindr de tensao pre-menstrual","3"
"N944","","N","S","N94.4 Dismenorreia prim","3"
"N945","","N","S","N94.5 Dismenorreia secund","3"
"N946","","N","S","N94.6 Dismenorreia NE","3"
"N948","","N","S","N94.8 Outr afec esp ass org genit fem ciclo menstr","3"
"N949","","N","S","N94.9 Afecc NE assoc org genit femin ciclo menstr","3"
"N95","","S","N","N95   Transt da menopausa e da perimenopausa","3"
"N950","","N","S","N95.0 Sangramento pos-menopausa","3"
"N951","","N","S","N95.1 Estado da menopausa e do climaterio femin","3"
"N952","","N","S","N95.2 Vaginite atrofica pos-menopausa","3"
"N953","","N","S","N95.3 Condicoes assoc c/a menopausa artificial","3"
"N958","","N","S","N95.8 Outr transt espec menopausa e perimenopausa","3"
"N959","","N","S","N95.9 Transt NE da menopausa e da perimenopausa","3"
"N96","","S","S","N96   Abortamento habitual","3"
"N97","","S","N","N97   Infertilidade femin","3"
"N970","","N","S","N97.0 Infertilidade femin assoc a anovulacao","3"
"N971","","N","S","N97.1 Infertilidade femin orig tubaria","3"
"N972","","N","S","N97.2 Infertilidade femin orig uterina","3"
"N973","","N","S","N97.3 Infertilidade femin orig cervical","3"
"N974","","N","S","N97.4 Infertilidade femin assoc fatores parceiro","3"
"N975","","N","S","N97.5 Infertilidade femin de outr origem","3"
"N979","","N","S","N97.9 Infertilidade femin NE","3"
"N98","","S","N","N98   Complic assoc a fecundacao artificial","3"
"N980","","N","S","N98.0 Infecc assoc a inseminacao artificial","3"
"N981","","N","S","N98.1 Hiperestimulacao dos ovarios","3"
"N982","","N","S","N98.2 Complic relac tent introd ovulo fecund artif","3"
"N983","","N","S","N98.3 Complic relac tent transferencia do embriao","3"
"N988","","N","S","N98.8 Outr complic assoc a fecundacao artificial","3"
"N989","","N","S","N98.9 Complic NE assoc a fecundacao artificial","3"
"N99","","S","N","N99   Transt trato geniturinario pos-proced NCOP","5"
"N990","","N","S","N99.0 Insuf renal pos-proced","5"
"N991","","N","S","N99.1 Estreitamento de uretra pos-proced","5"
"N992","","N","S","N99.2 Aderencias pos-operatorias da vagina","3"
"N993","","N","S","N99.3 Prolapso cupula de vagina pos-histerectomia","3"
"N994","","N","S","N99.4 Aderencias do peritonio pelvico pos-proced","5"
"N995","","N","S","N99.5 Mau funcionamento abertura ext trato urin","5"
"N998","","N","S","N99.8 Outr transt pos-proced ap geniturinario","5"
"N999","","N","S","N99.9 Transt pos-proced NE aparelho geniturinario","5"
"O00","","S","N","O00   Gravidez ectopica","3"
"O000","","N","S","O00.0 Gravidez abdominal","3"
"O001","","N","S","O00.1 Gravidez tubaria","3"
"O002","","N","S","O00.2 Gravidez ovariana","3"
"O008","","N","S","O00.8 Outr form de gravidez ectopica","3"
"O009","","N","S","O00.9 Gravidez ectopica NE","3"
"O01","","S","N","O01   Mola hidatiforme","3"
"O010","","N","S","O01.0 Mola hidatiforme classica","3"
"O011","","N","S","O01.1 Mola hidatiforme incompleta ou parcial","3"
"O019","","N","S","O01.9 Mola hidatiforme NE","3"
"O02","","S","N","O02   Outr produtos anormais da concepcao","3"
"O020","","N","S","O02.0 Ovo claro e mola nao-hidatiforme","3"
"O021","","N","S","O02.1 Aborto retido","3"
"O028","","N","S","O02.8 Outr produtos anormais da concepcao espec","3"
"O029","","N","S","O02.9 Produto anormal da concepcao NE","3"
"O03","","S","N","O03   Aborto espontaneo","3"
"O030","","N","S","O03.0 Incompl complic inf trato genit org pelvicos","3"
"O031","","N","S","O03.1 Incompl complic hemorragia excessiva ou tard","3"
"O032","","N","S","O03.2 Incompleto complicado p/embolia","3"
"O033","","N","S","O03.3 Incompleto c/outr complic ou c/complic NE","3"
"O034","","N","S","O03.4 Incompleto s/complic","3"
"O035","","N","S","O03.5 Compl ou NE complic inf trato gen org pelvic","3"
"O036","","N","S","O03.6 Compl ou NE complic hemorrag excess ou tard","3"
"O037","","N","S","O03.7 Completo ou NE complicado p/embolia","3"
"O038","","N","S","O03.8 Compl ou NE c/outr complic ou c/complic NE","3"
"O039","","N","S","O03.9 Completo ou NE s/complic","3"
"O04","","S","N","O04   Aborto p/razoes medicas e legais","3"
"O040","","N","S","O04.0 Incompl complic inf trato genit org pelvicos","3"
"O041","","N","S","O04.1 Incompl complic hemorragia excessiva ou tard","3"
"O042","","N","S","O04.2 Incompleto complicado p/embolia","3"
"O043","","N","S","O04.3 Incompleto c/outr complic ou c/complic NE","3"
"O044","","N","S","O04.4 Incompleto s/complic","3"
"O045","","N","S","O04.5 Compl ou NE complic inf trato gen org pelvic","3"
"O046","","N","S","O04.6 Compl ou NE complic hemorrag excess ou tard","3"
"O047","","N","S","O04.7 Completo ou NE complicado p/embolia","3"
"O048","","N","S","O04.8 Compl ou NE c/outr complic ou c/complic NE","3"
"O049","","N","S","O04.9 Completo ou NE s/complic","3"
"O05","","S","N","O05   Outr tipos de aborto","3"
"O050","","N","S","O05.0 Incompl complic inf trato genit org pelvicos","3"
"O051","","N","S","O05.1 Incompl complic hemorragia excessiva ou tard","3"
"O052","","N","S","O05.2 Incompleto complicado p/embolia","3"
"O053","","N","S","O05.3 Incompleto c/outr complic ou c/complic NE","3"
"O054","","N","S","O05.4 Incompleto s/complic","3"
"O055","","N","S","O05.5 Compl ou NE complic inf trato gen org pelvic","3"
"O056","","N","S","O05.6 Compl ou NE complic hemorrag excess ou tard","3"
"O057","","N","S","O05.7 Completo ou NE complicado p/embolia","3"
"O058","","N","S","O05.8 Compl ou NE c/outr complic ou c/complic NE","3"
"O059","","N","S","O05.9 Completo ou NE s/complic","3"
"O06","","S","N","O06   Aborto NE","3"
"O060","","N","S","O06.0 Incompl complic inf trato genit org pelvicos","3"
"O061","","N","S","O06.1 Incompl complic hemorragia excessiva ou tard","3"
"O062","","N","S","O06.2 Incompleto complicado p/embolia","3"
"O063","","N","S","O06.3 Incompleto c/outr complic ou c/complic NE","3"
"O064","","N","S","O06.4 Incompleto s/complic","3"
"O065","","N","S","O06.5 Compl ou NE complic inf trato gen org pelvic","3"
"O066","","N","S","O06.6 Compl ou NE complic hemorrag excess ou tard","3"
"O067","","N","S","O06.7 Completo ou NE complicado p/embolia","3"
"O068","","N","S","O06.8 Compl ou NE c/outr complic ou c/complic NE","3"
"O069","","N","S","O06.9 Completo ou NE s/complic","3"
"O07","","S","N","O07   Falha de tentativa de aborto","3"
"O070","","N","S","O07.0 Falh abort raz med compl inf tr gen org pelv","3"
"O071","","N","S","O07.1 Falh abort prov raz med compl hemor tard exc","3"
"O072","","N","S","O07.2 Falh abort prov raz med complicado p/embolia","3"
"O073","","N","S","O07.3 Falha aborto prov raz medic outr complic NE","3"
"O074","","N","S","O07.4 Falha aborto prov raz medic s/complic","3"
"O075","","N","S","O07.5 Out for NE fal abor comp inf tr gen org pelv","3"
"O076","","N","S","O07.6 Out form NE falh abort compl hemor tard exc","3"
"O077","","N","S","O07.7 Outr form e NE falh prov abort compl embolia","3"
"O078","","N","S","O07.8 Outr form e NE falh prov abort outr compl NE","3"
"O079","","N","S","O07.9 Outr form e NE falha prov aborto s/complic","3"
"O08","","S","N","O08   Complic conseq aborto gravidez ectop molar","3"
"O080","","N","S","O08.0 Inf tr gen org pel cons abort grav ect molar","3"
"O081","","N","S","O08.1 Hemorr tard excess cons abort grav ect molar","3"
"O082","","N","S","O08.2 Embolia conseq aborto grav ectopica molar","3"
"O083","","N","S","O08.3 Choque conseq aborto gravidez ectopica molar","3"
"O084","","N","S","O08.4 Insuf renal conseq aborto grav ectopic molar","3"
"O085","","N","S","O08.5 Dist metab conseq aborto grav ectopic molar","3"
"O086","","N","S","O08.6 Lesao org tec pelv cons abort grav ect molar","3"
"O087","","N","S","O08.7 Outr compl venosas cons abort grav ect molar","3"
"O088","","N","S","O08.8 Outr complic conseq aborto grav ectop molar","3"
"O089","","N","S","O08.9 Complic conseq aborto grav ectopica molar NE","3"
"O10","","S","N","O10   Hipertens pre-exist complic grav parto puerp","3"
"O100","","N","S","O10.0 Hipertens ess pre-exis comp grav parto puerp","3"
"O101","","N","S","O10.1 Doen card hiper pre-ex comp grav parto puerp","3"
"O102","","N","S","O10.2 Doen renal hiper pre-ex comp grav part puerp","3"
"O103","","N","S","O10.3 Doen card ren hip pre-ex comp grav part puer","3"
"O104","","N","S","O10.4 Hipertens sec pre-exist comp grav parto puer","3"
"O109","","N","S","O10.9 Hipertens pre-exist NE compl grav parto puer","3"
"O11","","S","S","O11   Dist hipertens pre-exist proteinuria superp","3"
"O12","","S","N","O12   Edema e proteinuria gestac s/hipertensao","3"
"O120","","N","S","O12.0 Edema gestacional","3"
"O121","","N","S","O12.1 Proteinuria gestacional","3"
"O122","","N","S","O12.2 Edema gestacional c/proteinuria","3"
"O13","","S","S","O13   Hipertensao gestacional s/proteinuria signif","3"
"O14","","S","N","O14   Hipertensao gestacional c/proteinuria signif","3"
"O140","","N","S","O14.0 Pre-eclampsia moderada","3"
"O141","","N","S","O14.1 Pre-eclampsia grave","3"
"O149","","N","S","O14.9 Pre-eclampsia NE","3"
"O15","","S","N","O15   Eclampsia","3"
"O150","","N","S","O15.0 Eclampsia na gravidez","3"
"O151","","N","S","O15.1 Eclampsia no trabalho de parto","3"
"O152","","N","S","O15.2 Eclampsia no puerperio","3"
"O159","","N","S","O15.9 Eclampsia NE quanto ao periodo","3"
"O16","","S","S","O16   Hipertensao materna NE","3"
"O20","","S","N","O20   Hemorragia do inicio da gravidez","3"
"O200","","N","S","O20.0 Ameaca de aborto","3"
"O208","","N","S","O20.8 Outr hemorragias do inicio da gravidez","3"
"O209","","N","S","O20.9 Hemorragia do inicio da gravidez NE","3"
"O21","","S","N","O21   Vomitos excessivos na gravidez","3"
"O210","","N","S","O21.0 Hiperemese gravidica leve","3"
"O211","","N","S","O21.1 Hiperemese gravidica c/disturbio metabolico","3"
"O212","","N","S","O21.2 Vomitos tard da gravidez","3"
"O218","","N","S","O21.8 Outr form de vomitos complicando a gravidez","3"
"O219","","N","S","O21.9 Vomitos da gravidez NE","3"
"O22","","S","N","O22   Complic venosas na gravidez","3"
"O220","","N","S","O22.0 Varizes dos membros infer na gravidez","3"
"O221","","N","S","O22.1 Varizes genitais na gravidez","3"
"O222","","N","S","O22.2 Tromboflebite superf na gravidez","3"
"O223","","N","S","O22.3 Flebotrombose profunda na gravidez","3"
"O224","","N","S","O22.4 Hemorroidas na gravidez","3"
"O225","","N","S","O22.5 Trombose venosa cerebral na gravidez","3"
"O228","","N","S","O22.8 Outr complic venosas na gravidez","3"
"O229","","N","S","O22.9 Complic venosas na gravidez NE","3"
"O23","","S","N","O23   Infecc do trato geniturinario na gravidez","3"
"O230","","N","S","O23.0 Infecc do rim na gravidez","3"
"O231","","N","S","O23.1 Infecc da bexiga na gravidez","3"
"O232","","N","S","O23.2 Infecc da uretra na gravidez","3"
"O233","","N","S","O23.3 Infecc outr partes trato urinario gravidez","3"
"O234","","N","S","O23.4 Infecc NE do trato urinario na gravidez","3"
"O235","","N","S","O23.5 Infecc do trato genital na gravidez","3"
"O239","","N","S","O23.9 Outr infecc e NE trato urinario na gravidez","3"
"O24","","S","N","O24   Diabetes mellitus na gravidez","3"
"O240","","N","S","O24.0 Diabetes mellitus pre-exist insulino-depend","3"
"O241","","N","S","O24.1 Diabetes mellitus pre-exist nao-insulino-dep","3"
"O242","","N","S","O24.2 Diabetes mellitus pre-existente rel desnutr","3"
"O243","","N","S","O24.3 Diabetes mellitus pre-existente NE","3"
"O244","","N","S","O24.4 Diabetes mellitus que surge durante gravidez","3"
"O249","","N","S","O24.9 Diabetes mellitus na gravidez NE","3"
"O25","","S","S","O25   Desnutric na gravidez","3"
"O26","","S","N","O26   Assist materna outr complic lig predom grav","3"
"O260","","N","S","O26.0 Ganho excessivo de peso na gravidez","3"
"O261","","N","S","O26.1 Ganho de peso insuficiente na gravidez","3"
"O262","","N","S","O26.2 Assist gravidez p/ abortamento habitual","3"
"O263","","N","S","O26.3 Retencao disp intra-uterino contracept grav","3"
"O264","","N","S","O26.4 Herpes gestacional","3"
"O265","","N","S","O26.5 Sindr da hipotensao materna","3"
"O266","","N","S","O26.6 Transt do figado na gravidez parto puerperio","3"
"O267","","N","S","O26.7 Subluxacao sinfise gravidez parto puerperio","3"
"O268","","N","S","O26.8 Outr afeccoes espec ligadas a gravidez","3"
"O269","","N","S","O26.9 Afeccoes ligadas a gravidez NE","3"
"O28","","S","N","O28   Achados anorm rastr antenatal mae","3"
"O280","","N","S","O28.0 Achados hematolog anorm rastr antenatal mae","3"
"O281","","N","S","O28.1 Achados bioquim anorm rastr antenatal mae","3"
"O282","","N","S","O28.2 Achados citolog anorm rastr antenatal mae","3"
"O283","","N","S","O28.3 Achados ultrasson anorm rastr antenatal mae","3"
"O284","","N","S","O28.4 Achados radiolog anorm rastr antenatal mae","3"
"O285","","N","S","O28.5 Achados cromos genet anorm rastr antenat mae","3"
"O288","","N","S","O28.8 Outr achados anorm rastr antenatal da mae","3"
"O289","","N","S","O28.9 Achados anorm rastr antenatal da mae NE","3"
"O29","","S","N","O29   Complic anestesia admin durante gravidez","3"
"O290","","N","S","O29.0 Complic pulm anestesia admin durante grav","3"
"O291","","N","S","O29.1 Complic card anestesia admin durante grav","3"
"O292","","N","S","O29.2 Complic sist nerv centr dev anest admin grav","3"
"O293","","N","S","O29.3 Reacao toxica anest local admin durante grav","3"
"O294","","N","S","O29.4 Cefaleia anest raquid peridur admin dur grav","3"
"O295","","N","S","O29.5 Outr compl anest raq peridur admin dur grav","3"
"O296","","N","S","O29.6 Falha dificuld na entubacao durante gravidez","3"
"O298","","N","S","O29.8 Outr complic de anestesia durante a gravidez","3"
"O299","","N","S","O29.9 Complic de anestesia durante a gravidez NE","3"
"O30","","S","N","O30   Gestacao mult","3"
"O300","","N","S","O30.0 Gravidez dupla","3"
"O301","","N","S","O30.1 Gravidez trigemelar","3"
"O302","","N","S","O30.2 Gravidez quadrigemelar","3"
"O308","","N","S","O30.8 Outr gestacoes mult","3"
"O309","","N","S","O30.9 Gestacao mult NE","3"
"O31","","S","N","O31   Complic especificas de gestacao mult","3"
"O310","","N","S","O31.0 Feto papiraceo","3"
"O311","","N","S","O31.1 Continuacao gravidez apos aborto de fetos","3"
