,CID10,Count,DESCR
4562,S330,42,S33.0 Ruptura traum do disco intervertebral lombar
4563,N421,42,N42.1 Congestao e hemorragia da prostata
4564,Z310,42,Z31.0 Tuboplast vasoplast apos esteriliz previa
4565,A179,42,A17.9 Tuberc NE do sist nervoso
4566,S962,42,S96.2 Traum musc intrinseco tendao nivel tornoz pe
4567,Q422,42,Q42.2 Ausencia atresia estenose congen anus c/fist
4568,O757,42,O75.7 Parto vaginal subseq cesariana anterior
4569,M925,42,M92.5 Osteocondrose juvenil da tibia e peronio
4570,R730,41,R73.0 Teste de tolerancia a glicose anormal
4571,C698,41,C69.8 Lesao invasiva do olho e anexos
4572,Q170,41,Q17.0 Pavilhao supranumerario
4573,D720,41,D72.0 Anomalias geneticas dos leucocitos
4574,O831,41,O83.1 Outr tipos de parto pelvico assistido
4575,D302,41,D30.2 Ureter
4576,I431,41,I43.1 Cardiomiopatia em doenc metabolicas
4577,R258,41,R25.8 Outr movimentos involuntarios anormais e NE
4578,I823,41,I82.3 Embolia e trombose de veia renal
4579,T880,41,T88.0 Infecc subsequente a imunizacao
4580,L110,41,L11.0 Ceratose folicular adquir
4581,D313,41,D31.3 Coroide
4582,F401,41,F40.1 Fobias sociais
4583,D738,41,D73.8 Outr doenc do baco
4584,Q320,41,Q32.0 Traqueomalacia congen
4585,A411,41,A41.1 Septicemia p/outr estafilococos espec
4586,G210,41,G21.0 Sindr maligna dos neurolepticos
4587,Z110,41,Z11.0 Exame especial rastr doenc infecc intest
4588,S440,41,S44.0 Traum do nervo cubital ao nivel do braco
4589,E350,41,E35.0 Transt da gland tireoide em doenc COP
4590,Q225,41,Q22.5 Anomalia de Ebstein
4591,Q068,41,Q06.8 Outr malform congen espec medula espinal
4592,N895,41,N89.5 Estreitamento e atresia da vagina
4593,Z934,41,Z93.4 Outr orific artificiais trato gastrointest
4594,O663,41,O66.3 Obstr trab parto dev outr anorm do feto
4595,S132,41,S13.2 Luxacao de outr partes do pescoco e das NE
4596,A062,41,A06.2 Colite amebiana nao-disenterica
4597,E892,41,E89.2 Hipoparatireoidismo pos-proced
4598,B302,41,B30.2 Faringoconjuntivite viral
4599,C632,41,C63.2 Escroto
4600,C714,41,C71.4 Lobo occipital
4601,D698,41,D69.8 Outr afeccoes hemorragicas espec
4602,T983,41,T98.3 Sequelas de complic cuidados med cirurg NCOP
4603,B368,41,B36.8 Outr micoses superf espec
4604,O756,40,O75.6 Demora parto apos ruptura espont ou NE membr
4605,H613,40,H61.3 Estenose adquir do conduto auditivo ext
4606,D392,40,D39.2 Placenta
4607,O241,40,O24.1 Diabetes mellitus pre-exist nao-insulino-dep
4608,K551,40,K55.1 Transt vasculares cronicos do intestino
4609,I455,40,I45.5 Outr form espec de bloqueio cardiaco
4610,T011,40,T01.1 Ferim envolv torax abd part inf dorso pelve
4611,D013,40,D01.3 Anus e canal anal
4612,V800,40,V80.0 Acid trans s/colis
4613,Q760,40,Q76.0 Espinha bifida oculta
4614,F112,40,F11.2 Sindr de dependencia
4615,Q513,40,Q51.3 Utero bicorneo
4616,E710,40,E71.0 Doenc da urina em xarope de acer
4617,Q289,40,Q28.9 Malform congen NE do aparelho circulatorio
4618,I798,40,I79.8 Outr transt arter arteriolas capil doenc COP
4619,A562,40,A56.2 Infecc p/clamidias trato genitur localiz NE
4620,Q765,40,Q76.5 Costela cervical
4621,K091,40,K09.1 Cistos de desenvolv da regiao bucal
4622,F459,40,F45.9 Transt somatoforme NE
4623,N902,40,N90.2 Displasia vulvar grave NCOP
4624,O224,40,O22.4 Hemorroidas na gravidez
4625,F913,40,F91.3 Disturbio desafiador e de oposicao
4626,O267,40,O26.7 Subluxacao sinfise gravidez parto puerperio
4627,M439,40,M43.9 Dorsopatia deformante NE
4628,F508,40,F50.8 Outr transt da alimentacao
4629,Q038,40,Q03.8 Outr hidrocefalia congen
4630,H490,40,H49.0 Paralisia do terceiro par
4631,E250,40,E25.0 Transt adrenogen congen assoc defic enzimat
4632,G720,40,G72.0 Miopatia induz p/drogas
4633,S688,40,S68.8 Amput traum de outr partes do punho e da mao
4634,F938,39,F93.8 Outr transt emocionais da infancia
4635,J689,39,J68.9 Afecc resp NE dev prod quim gases fumac vap
4636,T369,39,T36.9 Antibioticos sistemicos NE
4637,N974,39,N97.4 Infertilidade femin assoc fatores parceiro
4638,Q614,39,Q61.4 Displasia renal
4639,G240,39,G24.0 Distonia induz p/drogas
4640,Z371,39,Z37.1 Nascimento unico natimorto
4641,V230,39,V23.0 Condutor acid n-trans
4642,G708,39,G70.8 Outr transt mioneurais espec
4643,T856,39,T85.6 Complic mec out disp prot impl enx int espec
4644,Q712,39,Q71.2 Ausencia congen do antebraco e da mao
4645,I979,39,I97.9 Transt aparelho circulat subseq proced NE
4646,L750,39,L75.0 Bromidrose
4647,S081,39,S08.1 Amput traum da orelha
4648,M142,39,M14.2 Artropatia diabetica
4649,F141,39,F14.1 Uso nocivo p/a saude
4650,I398,39,I39.8 Endocardite de valva NE em doenc COP
4651,N897,39,N89.7 Hematocolpos
4652,H525,39,H52.5 Transt da acomodacao
4653,Q393,39,Q39.3 Estenose congen e estreit congen esofago
4654,V280,39,V28.0 Condutor acid n-trans
4655,G609,39,G60.9 Neuropatia hereditaria e idiopatica NE
4656,H504,39,H50.4 Outr heterotropias e as NE
4657,E209,39,E20.9 Hipoparatireoidismo NE
4658,Q256,39,Q25.6 Estenose da arteria pulmonar
4659,O690,39,O69.0 Trab parto e parto complic prolapso cordao
4660,K040,39,K04.0 Pulpite
4661,I772,39,I77.2 Ruptura de arteria
4662,D731,39,D73.1 Hiperesplenismo
4663,D477,39,D47.7 Out neop esp comp inc/des linf hemat tec rel
4664,Z304,39,Z30.4 Supervisao uso medic anticoncepcionais
4665,P394,39,P39.4 Infecc neonatal da pele
4666,X619,39,X61.9 Local NE
4667,Q355,39,Q35.5 Fenda dos palatos duro e mole
4668,T274,39,T27.4 Corrosao da laringe e traqueia
4669,Q642,39,Q64.2 Valvulas uretrais posteriores congen
4670,W015,39,W01.5 Areas de comercio e de servicos
4671,F202,39,F20.2 Esquizofrenia catatonica
4672,Y831,39,Y83.1 Interv cirurg implante de protese interna
4673,N083,39,N08.3 Transt glomerulares no diabetes mellitus
4674,C039,39,C03.9 Gengiva NE
4675,Q628,39,Q62.8 Outr malformacoes congen do ureter
4676,E778,39,E77.8 Outr disturbios metabolismo glicoproteinas
4677,R682,39,R68.2 Boca seca NE
4678,A661,39,A66.1 Papilomas mult e bouba plantar umida
4679,D033,39,D03.3 Melanoma in situ outr partes e NE da face
4680,Q386,39,Q38.6 Outr malformacoes congen da boca
4681,F939,39,F93.9 Transt emocional da infancia NE
4682,S942,39,S94.2 Traum nervo peronial prof niv tornozelo e pe
4683,D721,39,D72.1 Eosinofilia
4684,H908,38,H90.8 Perda audicao mista conducao e neuro-sens NE
4685,Z354,38,Z35.4 Supervisao gravidez c/grande multiparidade
4686,J122,38,J12.2 Pneumonia dev parainfluenza
4687,O159,38,O15.9 Eclampsia NE quanto ao periodo
4688,O080,38,O08.0 Inf tr gen org pel cons abort grav ect molar
4689,Q248,38,Q24.8 Outr malformacoes congen espec do coracao
4690,D015,38,D01.5 Figado vesicula biliar e vias biliares
4691,Z850,38,Z85.0 Historia pessoal neopl malig org digestivos
4692,L511,38,L51.1 Eritema multiforme bolhoso
4693,S336,38,S33.6 Entorse e distensao articulacao sacroiliaca
4694,H808,38,H80.8 Outr otoscleroses
4695,B950,38,B95.0 Estreptoc grupo A causa doenc class outr cap
4696,O032,38,O03.2 Incompleto complicado p/embolia
4697,T221,38,T22.1 Queim 1.grau ombro membr sup exc punho e mao
4698,B954,38,B95.4 Outr estreptococo causa doenc class outr cap
4699,Z089,38,Z08.9 Exame seguim apos trat NE p/neopl malig
4700,D073,38,D07.3 Outr orgaos genitais femin e os NE
4701,A449,38,A44.9 Bartonelose NE
4702,D293,38,D29.3 Epididimo
4703,F229,38,F22.9 Transt delirante persistente NE
4704,Z126,38,Z12.6 Exame especial rastr de neoplasia da bexiga
4705,V494,38,V49.4 Condutor colis outr veic NE mot acid trans
4706,T817,38,T81.7 Complic vasc subsequentes a um proced NCOP
4707,C459,38,C45.9 Mesotelioma NE
4708,K069,38,K06.9 Transt gengiva rebordo alveolar s/dentes SOE
4709,P929,38,P92.9 Problema NE de alimentacao do recem-nascido
4710,E756,38,E75.6 Disturbio NE do deposito de lipides
4711,S807,38,S80.7 Traum superf mult da perna
4712,K223,38,K22.3 Perfuracao do esofago
4713,W574,38,W57.4 Rua e estrada
4714,C639,38,C63.9 Orgao genital masc NE
4715,L559,38,L55.9 Queim solar NE
4716,V794,38,V79.4 Condutor colis outr veic NE mot acid trans
4717,I461,38,I46.1 Morte subita cardiaca descrita desta form
4718,T449,38,T44.9 Outr drog q afet princ sist nerv autonomo NE
4719,H331,38,H33.1 Retinosquise e cistos da retina
4720,G211,38,G21.1 Outr form parkinsonismo secund induz drogas
4721,A521,38,A52.1 Neurossifilis sintomatica
4722,E807,38,E80.7 Disturbio NE do metabolismo da bilirrubina
4723,E281,38,E28.1 Excesso de androgenos
4724,V899,37,V89.9 Acid veic NE
4725,M465,37,M46.5 Outr espondilopatias infecc
4726,Q713,37,Q71.3 Ausencia congen da mao e de dedos
4727,Q795,37,Q79.5 Outr malformacoes congen da parede abdominal
4728,C048,37,C04.8 Lesao invasiva do assoalho da boca
4729,A021,37,A02.1 Septicemia p/salmonela
4730,H602,37,H60.2 Otite externa maligna
4731,M854,37,M85.4 Cisto osseo solitario
4732,S092,37,S09.2 Ruptura traum do timpano
4733,D167,37,D16.7 Costelas do esterno e da clavicula
4734,F489,37,F48.9 Transt neurotico NE
4735,T292,37,T29.2 Queim mult s/menc queim ultrapass 2.grau
4736,X939,37,X93.9 Local NE
4737,T253,37,T25.3 Queim de 3.grau do tornozelo e do pe
4738,C676,37,C67.6 Orificio ureterico
4739,T061,37,T06.1 Traum nerv med espinh env outr reg mult corp
4740,J153,37,J15.3 Pneumonia dev Streptococcus do grupo B
4741,H801,37,H80.1 Otosclerose q comprom janela oval oblit
4742,C382,37,C38.2 Mediastino posterior
4743,A068,37,A06.8 Infecc amebiana de outr localiz
4744,L630,37,L63.0 Alopecia total
4745,K062,37,K06.2 Lesoes geng rebord alveol s/dent assoc traum
4746,W192,37,W19.2 Escolas outr instit areas admin publica
4747,B004,37,B00.4 Encefalite dev virus do herpes
4748,R591,37,R59.1 Aumento volume generaliz ganglios linfaticos
4749,H598,37,H59.8 Outr transt do olho e anexos pos-proced
4750,C001,37,C00.1 Labio infer externo
4751,C418,37,C41.8 Lesao invasiva ossos e cartilag articulares
4752,O699,37,O69.9 Trab parto e parto complic cordao NE
4753,G259,37,G25.9 Doenc extrapiramidais transt movimentos NE
4754,S365,37,S36.5 Traum do colon
4755,T742,37,T74.2 Abuso sexual
4756,B971,37,B97.1 Enterovirus como doenc class outr cap
4757,E611,37,E61.1 Defic de ferro
4758,A888,37,A88.8 Outr infecc virais espec sist nerv central
4759,C470,37,C47.0 Nervos perifericos da cabeca face e pescoco
4760,S862,37,S86.2 Traum musc tend grupo musc ant nivel perna
4761,K230,37,K23.0 Esofagite tuberc
4762,N250,37,N25.0 Osteodistrofia renal
4763,S760,37,S76.0 Traum do musculo e do tendao do quadril
4764,S228,37,S22.8 Frat de outr partes dos ossos do torax
4765,M997,37,M99.7 Estenose tec conj e disco forames intervert
4766,T901,37,T90.1 Sequelas de ferim da cabeca
4767,Q873,37,Q87.3 Sindr c/malform congen c/hipercresc precoce
4768,O266,37,O26.6 Transt do figado na gravidez parto puerperio
4769,C937,37,C93.7 Outr leucemias monociticas
4770,M763,37,M76.3 Sindr da faixa iliotibial
4771,B830,37,B83.0 Larva migrans visceral
4772,T427,37,T42.7 Drogas antiepilepticos sedativos-hipnot NE
4773,K594,36,K59.4 Espasmo anal
4774,O283,36,O28.3 Achados ultrasson anorm rastr antenatal mae
4775,R899,36,R89.9 Achado anormal NE
4776,I318,36,I31.8 Outr doenc espec do pericardio
4777,W039,36,W03.9 Local NE
4778,L669,36,L66.9 Alopecia cicatricial NE
4779,L292,36,L29.2 Prurido vulvar
4780,Q302,36,Q30.2 Fissura entalhe ou fenda nasal
4781,A78,36,A78   Febre Q
4782,T885,36,T88.5 Outr complic de anestesia
4783,S101,36,S10.1 Outr traum superf da garganta e os NE
4784,R090,36,R09.0 Asfixia
4785,S260,36,S26.0 Traum do coracao c/hemopericardio
4786,N733,36,N73.3 Pelviperitonite aguda femin
4787,Z400,36,Z40.0 Cirurg profilat fat risco rel neopl malig
4788,Q512,36,Q51.2 Outr duplicacao do utero
4789,E538,36,E53.8 Defic de outr vitaminas espec do grupo B
4790,X229,36,X22.9 Local NE
4791,S598,36,S59.8 Outr traum espec do antebraco
4792,S47,36,S47   Lesao p/esmag do ombro e do braco
4793,A530,36,A53.0 Sifilis latente NE se recente ou tard
4794,I451,36,I45.1 Outr form de bloqueio de ramo direito e NE
4795,T485,36,T48.5 Drogas anti-resfriado
4796,S342,36,S34.2 Traum de raiz nervosa da medula lombar sacra
4797,H445,36,H44.5 Afeccoes degenerativas do globo ocular
4798,C390,36,C39.0 Trato respirat super porcao NE
4799,Z408,36,Z40.8 Outr cirurgia profilatica
4800,P615,36,P61.5 Neutropenia transitoria neonatal
4801,Q659,36,Q65.9 Deform congen NE do quadril
4802,G031,36,G03.1 Meningite cronica
4803,K704,36,K70.4 Insuf hepatica alcoolica
4804,Z015,36,Z01.5 Testes cutaneos de diagn e sensibilizacao
4805,A399,36,A39.9 Infecc meningococica NE
4806,Q436,36,Q43.6 Fistula congen do reto e do anus
4807,F448,36,F44.8 Outr transt dissociativos
4808,S581,35,S58.1 Amput traum antebraco entre cotovelo punho
4809,D037,35,D03.7 Melanoma in situ membros infer incl quadril
4810,X999,35,X99.9 Local NE
4811,T210,35,T21.0 Queim do tronco grau NE
4812,D309,35,D30.9 Orgao urinario NE
4813,B659,35,B65.9 Esquistossomose NE
4814,B451,35,B45.1 Criptococose cerebral
4815,P211,35,P21.1 Asfixia leve ou moderada ao nascer
4816,N030,35,N03.0 Anormalidade glomerular minor
4817,Q675,35,Q67.5 Deform congen da coluna vertebral
4818,J204,35,J20.4 Bronquite aguda dev virus parainfluenza
4819,H498,35,H49.8 Outr estrabismos paraliticos
4820,L510,35,L51.0 Eritema multiforme nao bolhoso
4821,J202,35,J20.2 Bronquite aguda dev estreptococos
4822,N363,35,N36.3 Prolapso da mucosa uretral
4823,Z093,35,Z09.3 Exame seguim apos psicoterapia
4824,M858,35,M85.8 Outr transt espec densidade estrutura osseas
4825,A050,35,A05.0 Intox alimentar estafilococica
4826,G908,35,G90.8 Outr transt do sist nervoso autonomo
4827,H740,35,H74.0 Timpanosclerose
4828,I152,35,I15.2 Hipertensao secund a afeccoes endocrinas
4829,C608,35,C60.8 Lesao invasiva do penis
4830,K311,35,K31.1 Estenose pilorica hipertrofica do adulto
4831,I228,35,I22.8 Infarto do miocardio recorrente outr localiz
4832,T003,35,T00.3 Traum superf envolv reg mult membros infer
4833,A818,35,A81.8 Outr infecc p/virus atipic sist nerv central
4834,L305,35,L30.5 Pitiriase alba
4835,Q019,35,Q01.9 Encefalocele NE
4836,I288,35,I28.8 Outr doenc espec dos vasos pulmonares
4837,Q793,35,Q79.3 Gastrosquise
4838,G830,35,G83.0 Diplegia dos membros super
4839,Z859,35,Z85.9 Historia pessoal de neopl malig NE
4840,L941,35,L94.1 Esclerodermia linear
4841,B953,35,B95.3 S. pneumoniae causa doenc class outr cap
4842,P550,35,P55.0 Isoimunizacao Rh do feto e do recem-nascido
4843,Y871,35,Y87.1 Sequelas de uma agressao
4844,F930,35,F93.0 Transt ligado a angustia de separacao
4845,R456,35,R45.6 Violencia fisica
4846,P243,35,P24.3 Aspiracao neonatal leite alimento regurgit
4847,O328,35,O32.8 Assist prest mae outr form apres anorm feto
4848,Q913,35,Q91.3 Sindr de Edwards NE
4849,K049,35,K04.9 Outr doenc da polpa e tec periapicais e NE
4850,W544,35,W54.4 Rua e estrada
4851,Z732,35,Z73.2 Falta de repouso e de lazer
4852,G838,35,G83.8 Outr sindr paraliticas espec
4853,S377,35,S37.7 Traum de mult orgaos pelvicos
4854,S867,35,S86.7 Traum de mult musculos e tendoes nivel perna
4855,W572,35,W57.2 Escolas outr instit areas admin publica
4856,T250,35,T25.0 Queim do tornozelo e do pe grau NE
4857,G258,35,G25.8 Outr doenc extrapiramid transt movim espec
4858,M088,35,M08.8 Outr artrites juvenis
4859,L578,34,L57.8 Outr alt pele dev expos cron rad nao-ioniz
4860,Q782,34,Q78.2 Osteopetrose
4861,S764,34,S76.4 Traum outr musculos tendoes e NE nivel coxa
4862,K289,34,K28.9 NE como aguda cronica s/hemorragia perfur
4863,R411,34,R41.1 Amnesia anterograda
4864,E279,34,E27.9 Transt NE da supra-renal
4865,I278,34,I27.8 Outr doenc pulmonares do coracao espec
4866,V031,34,V03.1 Acid trans
4867,R412,34,R41.2 Amnesia retrograda
4868,R633,34,R63.3 Dificuld alimentacao erros admin alimentos
4869,Q446,34,Q44.6 Doenc cistica do figado
4870,T098,34,T09.8 Outr traum espec do tronco nivel NE
4871,I780,34,I78.0 Telangiectasia hemorragica hereditaria
4872,S797,34,S79.7 Traum mult do quadril e da coxa
4873,T518,34,T51.8 Outr alcoois
4874,W174,34,W17.4 Rua e estrada
4875,M730,34,M73.0 Bursite gonococica
4876,T431,34,T43.1 Antidepressivos inibidores monoaminooxidase
4877,Z439,34,Z43.9 Cuidados a orificio artificial NE
4878,Y899,34,Y89.9 Sequelas de causa externa NE
4879,C212,34,C21.2 Zona cloacogenica
4880,T926,34,T92.6 Sequelas de esmag e amput traum membro super
4881,D501,34,D50.1 Disfagia sideropenica
4882,S332,34,S33.2 Luxacao artic sacroiliaca sacrococcigea
4883,G942,34,G94.2 Hidrocefalia em outr doenc COP
4884,P281,34,P28.1 Outr atelectasias do recem-nascido e as NE
4885,S665,34,S66.5 Traum musc intrins tend out ded niv punh mao
4886,B900,34,B90.0 Sequelas de tuberc do sist nervoso central
4887,Q301,34,Q30.1 Agenesia ou hipoplasia do nariz
4888,K143,34,K14.3 Hipertrofia das papilas linguais
4889,T201,34,T20.1 Queim de 1.grau da cabeca e pescoco
4890,S233,34,S23.3 Entorse e distensao da coluna toracica
4891,A514,34,A51.4 Outr form de sifilis secund
4892,D407,34,D40.7 Outr orgaos genitais masc
4893,S207,34,S20.7 Traum superf mult do torax
4894,T794,34,T79.4 Choque traum
4895,M314,34,M31.4 Sindr do arco aortico
4896,Y280,34,Y28.0 Residencia
4897,N069,34,N06.9 NE
4898,A880,34,A88.0 Febre exantematica p/enterovirus
4899,L603,34,L60.3 Distrofia ungueal
4900,D550,34,D55.0 Anemia dev defic glicose-6-fosfato-desidrog
4901,G255,34,G25.5 Outr form de coreia
4902,Z351,34,Z35.1 Supervisao de gravidez c/historia de aborto
4903,C912,34,C91.2 Leucemia linfocitica subaguda
4904,A58,34,A58   Granuloma inguinal
4905,L602,34,L60.2 Onicogrifose
4906,G978,34,G97.8 Outr transt pos-proced do sist nervoso
4907,O988,34,O98.8 Out doen inf paras mat comp grav parto puerp
4908,D429,34,D42.9 Meninges NE
4909,T950,33,T95.0 Sequelas queim corrosao gelad cabeca pescoco
4910,K678,33,K67.8 Outr form compr peritonio doenc infecc COP
4911,S417,33,S41.7 Ferim mult do ombro e do braco
4912,A183,33,A18.3 Tuberc intestino peritonio gangl mesenter
4913,R452,33,R45.2 Tristeza
4914,E061,33,E06.1 Tireoidite subaguda
4915,F429,33,F42.9 Transt obsessivo-compulsivo NE
4916,V294,33,V29.4 Condutor colis outr veic NE mot acid trans
4917,M801,33,M80.1 Osteoporose pos-ooforectomia c/frat patolog
4918,T306,33,T30.6 Corrosao de 2.grau parte do corpo NE
4919,Q673,33,Q67.3 Plagiocefalia
4920,V021,33,V02.1 Acid trans
4921,B350,33,B35.0 Tinha da barba e do couro cabeludo
4922,S052,33,S05.2 Lacer rupt ocular c/prol perd tec intra-ocul
4923,Q432,33,Q43.2 Outr transt funcionais congen do colon
4924,V193,33,V19.3 Ciclista acid NE e n-trans
4925,F803,33,F80.3 Afasia adquir c/epilepsia
4926,Z740,33,Z74.0 Mobilidade reduzida
4927,B968,33,B96.8 Outr ag bact espec como doenc class outr cap
4928,J709,33,J70.9 Afeccoes respirat dev agentes externos NE
4929,R231,33,R23.1 Palidez
4930,G130,33,G13.0 Neuromiopatia e neuropatia paraneoplasicas
4931,J631,33,J63.1 Fibrose causada p/bauxita
4932,C451,33,C45.1 Mesotelioma do peritonio
4933,Q174,33,Q17.4 Anomalia de posicao da orelha
4934,C164,33,C16.4 Piloro
4935,C481,33,C48.1 Partes espec do peritonio
4936,S407,33,S40.7 Traum superf mult do ombro e do braco
4937,D072,33,D07.2 Vagina
4938,N370,33,N37.0 Uretrite em doenc COP
4939,D023,33,D02.3 Outr partes do aparelho respirat
4940,P351,33,P35.1 Infecc congen p/citomegalovirus
4941,I280,33,I28.0 Fistula arteriovenosa de vasos pulmonares
4942,R611,33,R61.1 Hiperidrose generalizada
4943,M907,33,M90.7 Frat ossea em doenc neoplasicas
4944,F013,33,F01.3 Demencia vascular mista cortical subcortical
4945,T839,33,T83.9 Complic NE protese impl enx geniturinarios
4946,I238,33,I23.8 Outr complic atuais subs infart agud miocard
4947,R196,33,R19.6 Halitose
4948,R062,33,R06.2 Respiracao ofegante
4949,N915,33,N91.5 Oligomenorreia NE
4950,T435,33,T43.5 Outr antipsicoticos e neurolepticos e os NE
4951,N942,33,N94.2 Vaginismo
4952,M119,33,M11.9 Artropatia p/deposicao de cristais NE
4953,F738,33,F73.8 Outr comprometimentos do comport
4954,D589,33,D58.9 Anemia hemolitica hereditaria NE
4955,P819,33,P81.9 Disturbio NE regulacao termica recem-nascido
4956,D142,33,D14.2 Traqueia
4957,D074,33,D07.4 Penis
4958,I029,33,I02.9 Coreia reumatica s/compr cardiaco
4959,B160,33,B16.0 Hepatite aguda B c/agente Delta c/coma hepat
4960,S741,33,S74.1 Traum do nervo femural nivel quadril e coxa
4961,E058,33,E05.8 Outr tireotoxicoses
4962,Q677,32,Q67.7 Torax carinado
4963,D529,32,D52.9 Anemia p/defic de folato NE
4964,A390,32,A39.0 Meningite meningococica
4965,A500,32,A50.0 Sifilis congen precoce sintomatica
