 Morbidade Hospitalar do SUS - por local de residência - Brasil
Internações por Município e Capítulo CID-10
Período:2017
"Município";"Cap 01";"Cap 02";"Cap 03";"Cap 04";"Cap 05";"Cap 06";"Cap 07";"Cap 08";"Cap 09";"Cap 10";"Cap 11";"Cap 12";"Cap 13";"Cap 14";"Cap 15";"Cap 16";"Cap 17";"Cap 18";"Cap 19";"Cap 21";"Total"
"500190 Bataguassu";51;63;20;26;7;15;1;5;78;245;201;50;13;135;279;19;7;25;96;25;1361
"500200 Batayporã";33;47;9;25;3;5;1;1;65;73;62;17;6;43;155;4;2;4;54;18;627
"500210 Bela Vista";33;65;9;113;9;13;5;-;106;119;191;51;5;107;523;15;7;22;177;10;1580
"500215 Bodoquena";20;11;2;32;7;3;8;1;38;76;70;11;4;66;123;6;1;1;80;5;565
"500220 Bonito";64;82;20;33;8;16;10;5;107;131;150;28;20;128;409;45;10;11;132;14;1423
"500230 Brasilândia";67;48;4;54;7;5;4;4;49;155;62;20;11;144;138;3;5;2;68;2;852
"500240 Caarapó";101;165;24;91;7;52;12;1;103;371;135;22;5;76;524;47;21;11;140;41;1949
"500260 Camapuã";35;26;5;42;5;6;14;1;68;97;52;12;2;46;130;14;6;6;108;2;677
"500270 Campo Grande";2469;3996;263;592;627;630;1694;96;4459;3616;4507;945;558;2817;10622;1458;303;582;7744;720;48698
"500280 Caracol";49;15;13;12;3;4;5;-;19;70;51;7;3;29;73;1;3;5;55;1;418
"500290 Cassilândia";35;73;8;118;19;14;18;1;65;162;146;12;5;181;177;4;3;6;85;99;1231
"500295 Chapadão do Sul";69;88;16;17;13;16;7;3;136;313;240;35;30;179;373;51;9;14;212;46;1867
"500310 Corguinho";12;10;2;-;-;1;6;1;16;4;19;7;1;13;23;3;2;1;31;2;154
"500315 Coronel Sapucaia";40;36;5;12;5;3;2;-;34;66;61;12;3;52;219;28;4;6;78;5;671
"500320 Corumbá";457;422;33;184;87;96;61;10;590;1006;668;86;53;515;2009;152;27;34;950;35;7475
"500325 Costa Rica";103;113;35;31;137;40;6;13;191;281;249;48;55;283;388;37;4;31;231;43;2319
"500330 Coxim";134;158;40;74;55;37;45;7;165;382;180;133;52;217;546;33;4;11;686;49;3008
"500345 Deodápolis";12;43;2;9;5;7;5;-;29;47;40;2;7;32;97;9;-;7;28;11;392
"500348 Dois Irmãos do Buriti";55;36;4;39;5;5;9;4;50;105;53;26;8;61;174;19;2;5;100;7;767
"500350 Douradina";9;39;1;3;1;13;3;-;15;21;35;1;4;14;57;5;3;3;20;6;253
"500370 Dourados";451;1066;66;187;98;179;59;15;1054;1276;1306;297;147;885;3548;349;117;198;1852;235;13385
"500375 Eldorado";67;29;6;21;5;19;2;2;85;115;88;1;2;43;142;6;4;4;125;9;775
"500380 Fátima do Sul";138;112;6;132;14;43;7;2;267;325;284;48;16;248;247;18;8;15;216;29;2175
"500390 Figueirão";1;13;-;2;1;-;3;-;3;2;8;2;-;2;10;2;-;-;9;1;59
"500400 Glória de Dourados";98;45;12;33;4;5;2;2;61;130;79;8;3;65;89;11;1;8;25;12;693
"500410 Guia Lopes da Laguna";111;32;9;110;6;6;8;1;67;168;92;16;19;105;123;6;4;7;82;2;974
"500430 Iguatemi";45;74;25;79;10;40;1;-;236;620;182;35;13;125;246;15;1;7;94;4;1852
"500440 Inocência";26;16;3;8;5;4;-;3;18;50;51;8;11;87;97;6;10;6;65;8;482
"500450 Itaporã";18;84;13;28;14;2;12;-;78;146;112;24;10;94;150;8;11;14;83;10;911
"500460 Itaquiraí";18;78;9;157;6;2;2;1;61;103;45;8;8;65;194;6;5;7;83;277;1135
"500470 Ivinhema";66;127;29;61;39;33;26;2;238;339;247;62;13;194;310;18;13;19;177;65;2078
"500480 Japorã";56;50;10;27;-;8;-;5;66;280;89;13;1;64;237;3;-;10;68;3;990
"500490 Jaraguari";24;15;1;2;4;4;1;1;24;14;19;1;4;7;38;12;1;5;32;4;213
"500500 Jardim";68;80;16;118;10;31;17;1;106;246;158;28;24;129;355;21;6;12;179;10;1615
"500510 Jateí";7;24;4;10;1;-;-;-;17;39;27;3;2;29;28;1;-;5;10;22;229
"500515 Juti";31;67;1;28;5;3;-;2;41;101;33;5;8;44;108;4;5;9;36;5;536
"500520 Ladário";53;56;5;25;17;8;15;1;70;113;87;12;7;62;400;12;3;5;136;4;1091
"500525 Laguna Carapã";12;31;-;2;2;5;1;-;20;43;26;5;1;23;88;5;1;3;41;4;313
"500540 Maracaju";144;135;19;75;8;27;51;14;201;377;407;79;59;271;712;67;13;52;357;73;3141
"500560 Miranda";72;72;37;48;-;17;24;4;81;219;163;51;6;118;435;39;3;17;154;12;1572
"500568 Mundo Novo";224;157;13;82;3;34;3;36;188;226;284;2;7;138;295;3;8;5;152;6;1866
"500570 Naviraí";228;215;32;20;151;24;10;2;249;577;277;23;28;235;934;50;19;18;319;275;3686
"500580 Nioaque";19;36;3;15;3;3;1;-;18;49;59;10;-;41;120;5;1;5;63;16;467
"500600 Nova Alvorada do Sul";43;36;10;11;9;6;11;3;71;131;57;18;6;95;175;18;3;6;95;11;815
"500620 Nova Andradina";227;254;31;111;27;45;18;10;360;609;252;263;32;324;685;31;8;38;401;112;3838
"500625 Novo Horizonte do Sul";19;18;-;5;3;2;4;-;18;89;29;4;4;99;64;3;3;2;21;6;393
"500627 Paraíso das Águas";-;7;-;-;-;-;2;1;4;4;2;-;2;4;4;1;-;-;11;1;43
"500630 Paranaíba";144;181;38;87;48;92;29;5;226;429;423;64;91;272;513;31;6;15;347;84;3125
"500635 Paranhos";44;59;5;22;-;7;1;-;39;159;77;22;3;99;322;15;8;3;74;3;962
"500640 Pedro Gomes";27;36;22;16;8;4;5;1;26;57;45;9;3;57;85;6;1;1;106;8;523
"500660 Ponta Porã";286;204;40;171;11;46;30;3;330;625;444;45;27;300;1334;123;33;71;722;34;4879
"500690 Porto Murtinho";19;19;1;16;5;3;8;-;55;133;64;20;3;47;144;13;3;8;69;5;635
"500710 Ribas do Rio Pardo";39;56;6;13;14;6;9;-;87;105;77;20;12;69;259;28;2;8;157;5;972
"500720 Rio Brilhante";147;102;32;38;33;26;12;3;105;359;298;54;23;335;542;41;11;18;133;224;2536
"500730 Rio Negro";41;23;10;18;2;8;9;1;23;72;17;30;2;58;42;5;4;2;27;2;396
"500740 Rio Verde de Mato Grosso";86;49;15;16;7;10;22;2;125;141;68;11;11;76;289;11;5;5;168;33;1150
"500750 Rochedo";8;12;-;3;3;5;5;-;9;14;11;1;-;8;55;8;-;3;34;7;186
"500755 Santa Rita do Pardo";17;12;6;4;2;6;-;1;26;77;30;5;3;39;20;2;1;3;37;1;292
"500769 São Gabriel do Oeste";153;119;15;10;85;37;39;6;273;254;229;100;32;207;680;35;14;42;243;21;2594
"500780 Selvíria";4;35;1;4;1;2;3;-;26;25;19;-;6;12;40;5;1;4;33;2;223
"500770 Sete Quedas";175;83;2;65;4;10;-;5;111;183;66;17;4;81;162;3;1;4;69;4;1049
"500790 Sidrolândia";91;138;10;34;9;25;17;1;121;198;208;42;21;154;557;61;10;11;296;59;2063
"500793 Sonora";135;29;6;29;10;9;5;1;76;118;101;6;1;122;157;4;3;6;127;22;967
"500795 Tacuru";69;66;7;63;2;3;1;3;45;119;64;23;5;61;225;11;2;7;57;2;835
"500797 Taquarussu";13;13;-;9;6;3;4;-;28;22;15;1;1;15;43;1;1;2;17;7;201
"500800 Terenos";23;27;4;8;2;6;22;-;53;23;62;5;8;30;140;14;3;6;149;11;596
"500830 Três Lagoas";188;744;56;89;52;100;16;7;734;507;898;126;170;640;1506;135;31;144;800;141;7084
"500840 Vicentina";55;24;7;39;1;9;1;-;42;76;67;8;6;66;71;-;1;4;35;-;512
"510010 Acorizal";19;19;1;2;-;4;-;-;26;14;33;3;4;11;68;2;3;2;30;12;253
"510020 Água Boa";84;86;13;17;14;3;2;-;125;147;188;12;7;83;298;3;6;18;89;4;1199
"510025 Alta Floresta";179;214;25;35;96;69;-;9;290;373;378;70;87;262;684;98;21;22;542;190;3644
"510030 Alto Araguaia";36;31;22;10;10;3;26;2;79;91;70;4;3;52;205;16;-;3;86;53;802
"510035 Alto Boa Vista";4;4;4;7;-;2;-;-;8;39;10;2;7;13;44;1;-;1;53;5;204
"510040 Alto Garças";1;29;-;3;10;4;28;-;57;12;39;2;6;18;107;5;2;1;64;8;396
"510050 Alto Paraguai";24;25;8;8;3;-;-;-;22;18;36;10;3;17;79;4;1;6;40;13;317
"510060 Alto Taquari";18;28;1;4;8;4;3;-;15;41;26;2;1;17;112;6;1;1;45;2;335
"510080 Apiacás";72;29;5;14;3;6;-;9;29;92;71;12;5;44;143;12;2;6;89;23;666
"510100 Araguaiana";4;8;4;-;-;-;-;-;9;5;12;-;1;4;30;-;-;1;8;2;88
"510120 Araguainha";1;6;-;-;1;1;1;-;6;2;4;-;-;3;1;-;-;-;5;1;32
"510125 Araputanga";13;44;2;8;2;22;1;-;57;19;83;10;18;52;34;4;6;45;134;6;560
"510130 Arenápolis";26;33;2;7;-;4;1;-;46;25;47;3;6;18;71;2;1;8;49;18;367
"510140 Aripuanã";218;16;9;29;5;17;-;1;92;166;90;11;4;119;329;13;2;6;150;3;1280
"510160 Barão de Melgaço";16;18;-;1;-;7;-;-;28;27;26;2;4;12;61;6;4;6;30;11;259
"510170 Barra do Bugres";201;116;35;60;8;26;-;3;134;359;226;71;36;135;467;51;4;17;223;99;2271
"510180 Barra do Garças";107;132;37;53;27;36;1;1;313;386;401;70;32;197;883;45;14;100;463;81;3379
"510185 Bom Jesus do Araguaia";9;11;3;6;-;1;-;-;23;34;22;3;1;10;78;1;1;3;30;2;238
"510190 Brasnorte";90;46;7;39;3;12;-;1;113;295;90;30;16;104;216;140;2;8;149;46;1407
"510250 Cáceres";265;461;49;75;26;175;8;12;564;522;923;208;142;716;1760;90;35;519;1040;82;7672
"510260 Campinápolis";127;15;5;43;2;1;-;1;47;196;66;7;5;60;244;-;1;3;50;3;876
"510263 Campo Novo do Parecis";132;66;7;13;14;21;-;3;63;198;202;34;54;169;476;22;10;11;128;61;1684
"510267 Campo Verde";114;139;12;20;23;30;9;20;180;427;258;80;72;168;877;113;9;28;353;55;2987
"510268 Campos de Júlio";7;18;2;1;1;2;-;-;25;5;45;1;7;14;10;3;2;7;48;1;199
"510269 Canabrava do Norte";4;8;1;-;1;-;-;-;5;5;21;3;2;10;56;5;1;-;21;2;145
"510270 Canarana";40;39;13;11;7;1;-;1;51;59;86;10;9;26;88;2;6;8;49;3;509
"510279 Carlinda";19;50;3;2;2;3;-;-;54;59;61;9;11;34;120;19;5;5;74;27;557
"510285 Castanheira";9;12;1;2;1;6;-;-;25;9;16;1;-;11;42;3;1;1;63;9;212
"510300 Chapada dos Guimarães";50;46;1;10;4;13;-;-;72;36;71;12;9;34;245;11;1;12;126;31;784
"510305 Cláudia";105;54;4;5;1;26;-;-;51;179;35;3;5;91;110;11;5;3;80;15;783
"510310 Cocalinho";68;10;1;7;4;1;-;-;16;46;24;-;2;31;53;-;-;2;17;-;282
"510320 Colíder";64;175;11;31;1;38;2;2;214;470;298;42;48;170;203;24;4;22;427;35;2281
"510325 Colniza";30;24;2;1;-;7;-;-;35;20;37;6;7;21;20;5;5;-;106;12;338
"510330 Comodoro";246;52;19;32;-;11;3;-;175;1064;160;20;21;282;312;17;9;20;157;15;2615
"510335 Confresa";93;43;6;24;5;15;-;5;79;185;200;50;6;136;634;54;4;4;335;55;1933
"510336 Conquista D'Oeste";3;11;-;1;-;4;-;-;31;14;30;1;3;7;31;1;1;7;45;8;198
"510337 Cotriguaçu";145;31;3;16;2;3;1;-;54;205;77;2;6;22;118;1;-;2;72;7;767
"510340 Cuiabá";2076;2558;130;487;262;373;104;17;2810;1873;3089;486;446;1777;8619;888;207;502;4207;1503;32414
"510343 Curvelândia";5;14;1;2;1;3;-;6;31;18;44;8;6;20;62;5;2;28;53;2;311
"510345 Denise";41;25;4;31;1;5;-;-;35;58;30;4;1;29;43;5;-;4;26;11;353
"510350 Diamantino";100;70;13;42;4;20;-;2;95;120;128;30;23;95;444;20;9;22;211;43;1491
"510360 Dom Aquino";122;43;2;10;27;2;8;-;75;156;48;1;3;61;58;5;2;-;41;3;667
"510370 Feliz Natal";23;12;6;-;3;11;-;-;26;42;35;11;7;32;163;7;1;10;108;14;511
"510380 Figueirópolis D'Oeste";-;14;-;2;1;8;-;-;17;11;16;4;2;12;8;-;5;12;23;2;137
"510385 Gaúcha do Norte";2;15;7;2;-;1;-;-;24;17;42;5;2;16;42;1;-;3;13;1;193
"510390 General Carneiro";41;16;2;20;5;3;-;2;10;52;17;11;5;53;136;7;2;9;54;10;455
"510395 Glória D'Oeste";3;19;-;1;3;3;-;-;12;10;23;3;4;16;39;-;1;14;26;3;180
"510410 Guarantã do Norte";114;126;23;24;-;12;2;-;219;232;210;27;30;287;435;11;7;46;219;39;2063
"510420 Guiratinga";205;51;-;26;39;5;10;-;117;146;47;5;4;31;71;8;1;6;70;2;844
"510450 Indiavaí";2;13;-;1;-;2;-;-;9;2;17;2;3;9;2;-;1;10;22;1;96
"510452 Ipiranga do Norte";11;7;1;4;1;2;-;1;10;32;25;6;3;15;76;7;-;3;40;15;259
"510454 Itanhangá";8;5;3;5;1;2;-;-;7;36;13;6;2;17;58;2;1;3;52;19;240
"510455 Itaúba";5;15;3;4;3;1;-;-;13;11;30;-;5;9;30;4;2;-;41;1;177
"510460 Itiquira";58;39;8;15;4;9;18;4;69;109;107;16;7;85;164;15;7;7;89;35;865
"510480 Jaciara";96;85;17;44;26;27;9;2;241;158;137;15;19;105;437;37;6;23;187;69;1740
"510490 Jangada";25;15;-;2;2;7;-;-;44;26;42;3;8;15;107;5;4;5;66;22;398
"510500 Jauru";6;26;2;4;4;9;1;1;26;22;42;5;13;29;51;4;6;14;80;2;347
"510510 Juara";84;62;10;24;40;38;2;1;144;151;191;33;70;85;348;8;9;88;480;34;1902
"510515 Juína";205;92;29;23;21;52;-;-;358;320;231;24;34;191;401;24;9;12;569;46;2641
"510517 Juruena";75;29;5;3;1;2;-;4;67;78;38;2;10;86;128;3;2;-;96;4;633
"510520 Juscimeira";191;40;3;25;18;6;21;-;66;165;47;6;3;68;88;15;2;2;76;9;851
"510523 Lambari D'Oeste";10;13;-;4;2;7;-;-;22;15;48;6;5;33;79;4;4;18;49;2;321
"510525 Lucas do Rio Verde";186;184;22;26;11;54;-;5;172;305;163;57;31;201;428;61;16;28;234;15;2199
"510530 Luciara";2;-;1;5;-;-;-;-;12;6;5;-;-;5;30;-;-;-;32;12;110
"510558 Marcelândia";104;24;14;29;2;4;2;-;75;131;91;12;16;114;188;5;4;11;95;5;926
"510560 Matupá";67;62;5;28;15;12;1;2;75;96;138;22;21;97;181;14;8;18;149;40;1051
"510562 Mirassol d'Oeste";88;107;20;76;9;38;3;-;146;295;219;30;28;195;241;7;6;59;219;12;1798
"510590 Nobres";232;81;43;84;-;15;-;-;103;305;85;83;11;86;201;12;3;11;181;38;1574
"510600 Nortelândia";34;19;2;5;7;1;-;-;26;33;40;2;6;21;52;3;-;5;45;11;312
"510610 Nossa Senhora do Livramento";41;28;1;23;3;4;-;1;43;49;42;36;3;43;117;9;-;9;53;25;530
"510615 Nova Bandeirantes";8;35;3;8;2;3;-;-;21;18;47;5;5;19;45;9;3;-;89;15;335
"510620 Nova Brasilândia";5;7;-;1;-;1;2;-;19;6;14;2;2;7;30;7;1;2;24;8;138
"510621 Nova Canaã do Norte";14;24;3;7;-;-;-;-;50;39;75;5;12;41;59;8;1;2;122;19;481
"510880 Nova Guarita";13;15;-;3;1;8;-;-;28;18;32;6;4;19;29;2;1;2;48;3;232
"510618 Nova Lacerda";13;19;-;3;-;3;-;-;17;39;28;13;9;26;69;3;2;11;96;4;355
"510885 Nova Marilândia";7;8;1;-;1;2;-;-;14;11;20;5;5;7;13;2;1;2;18;7;124
"510890 Nova Maringá";4;17;1;2;-;4;-;-;21;10;12;3;2;10;71;4;2;-;49;6;218
"510895 Nova Monte Verde";9;12;3;2;3;3;-;-;25;25;37;6;10;25;86;8;2;2;62;23;343
"510622 Nova Mutum";121;112;31;21;2;41;-;2;170;259;264;19;23;190;763;25;13;15;258;64;2393
"510617 Nova Nazaré";37;5;10;4;-;-;-;-;13;58;25;2;-;3;54;2;-;-;3;-;216
"510623 Nova Olímpia";221;22;10;39;12;13;-;1;157;293;104;10;9;154;230;21;2;4;83;14;1399
"510619 Nova Santa Helena";6;25;-;6;1;1;-;-;17;15;43;3;7;8;34;1;1;4;42;4;218
"510624 Nova Ubiratã";10;37;2;1;1;1;-;1;25;38;35;9;7;28;136;3;2;2;124;26;488
"510625 Nova Xavantina";94;80;16;50;2;24;1;-;107;117;181;11;27;142;137;4;2;16;108;9;1128
"510627 Novo Horizonte do Norte";12;11;7;11;3;6;-;-;38;41;18;9;3;36;24;3;-;1;25;-;248
"510626 Novo Mundo";12;21;-;5;-;2;-;1;18;25;46;7;6;30;87;3;2;7;51;6;329
"510631 Novo Santo Antônio";2;7;1;1;-;-;-;-;6;9;15;-;1;6;29;1;-;1;14;3;96
"510628 Novo São Joaquim";20;7;4;6;-;10;-;-;15;61;17;-;2;10;28;5;2;10;21;3;221
"510629 Paranaíta";81;46;6;16;3;9;-;2;82;156;66;23;22;133;152;18;4;3;115;18;955
"510630 Paranatinga";35;41;18;16;26;4;18;2;101;181;153;36;18;106;412;18;7;7;168;9;1376
"510637 Pedra Preta";46;56;12;24;45;5;24;2;98;164;110;48;21;118;229;23;3;13;130;36;1207
"510642 Peixoto de Azevedo";140;119;22;25;22;24;-;2;133;230;216;29;34;143;589;22;11;29;264;34;2088
"510645 Planalto da Serra";7;13;-;-;-;2;-;-;12;3;11;-;3;4;35;3;-;2;13;3;111
"510650 Poconé";342;110;18;84;5;14;1;4;164;282;202;20;28;140;429;23;10;26;213;180;2295
"510665 Pontal do Araguaia";4;14;2;-;1;2;-;-;14;12;16;3;2;10;55;1;-;6;40;2;184
"510670 Ponte Branca";6;4;-;2;5;2;-;3;9;21;11;-;5;6;13;-;1;-;5;-;93
"510675 Pontes e Lacerda";213;164;18;73;9;56;8;3;229;470;319;100;41;297;660;39;19;132;603;35;3488
"510677 Porto Alegre do Norte";18;12;-;2;4;3;-;-;16;19;44;6;2;27;129;10;1;1;67;15;376
"510680 Porto dos Gaúchos";12;21;1;1;1;2;-;-;29;32;27;9;6;77;70;4;1;5;35;4;337
"510682 Porto Esperidião";15;42;3;3;3;11;4;-;34;46;87;11;5;42;102;4;4;35;105;2;558
"510685 Porto Estrela";13;2;1;4;1;3;1;-;9;24;17;8;2;3;25;2;1;3;19;7;145
"510700 Poxoréo";103;39;29;22;46;13;23;1;94;171;108;27;21;108;251;20;3;10;130;7;1226
"510704 Primavera do Leste";161;271;11;24;48;40;18;16;299;268;482;53;71;247;1185;50;22;38;912;272;4488
"510706 Querência";55;70;3;21;3;7;-;1;79;177;158;17;4;143;312;31;12;12;65;-;1170
"510715 Reserva do Cabaçal";4;9;10;1;-;3;-;-;9;4;14;2;-;5;28;-;-;6;13;-;108
"510718 Ribeirão Cascalheira";17;17;7;22;1;2;1;1;35;53;62;2;6;35;47;1;2;7;37;2;357
"510719 Ribeirãozinho";34;5;1;9;3;-;-;1;1;27;12;2;1;54;20;-;-;3;3;1;177
"510720 Rio Branco";68;27;3;14;5;1;-;-;82;58;35;3;3;51;71;5;3;9;33;2;473
"510757 Rondolândia";4;7;1;4;-;3;-;-;6;4;12;1;2;3;11;1;2;3;18;1;83
"510760 Rondonópolis";540;1190;104;300;577;103;528;15;1206;1088;1146;78;168;804;3442;289;51;86;1815;466;13996
"510770 Rosário Oeste";347;38;6;87;8;7;-;-;114;376;64;15;11;110;148;10;4;7;97;24;1473
"510775 Salto do Céu";16;16;-;3;-;9;-;-;24;42;21;3;1;36;54;1;2;11;39;1;279
"510724 Santa Carmem";3;14;2;-;-;3;-;1;19;8;18;1;5;4;68;6;1;2;30;6;191
"510774 Santa Cruz do Xingu";3;4;2;2;-;-;-;-;12;5;13;12;1;7;26;1;-;2;19;2;111
"510776 Santa Rita do Trivelato";6;8;3;2;-;2;-;1;4;12;12;6;-;4;35;3;-;-;14;12;124
"510777 Santa Terezinha";65;5;-;10;-;3;-;-;10;44;20;4;3;37;108;5;-;1;61;6;382
"510726 Santo Afonso";7;12;-;-;-;1;-;-;4;4;14;-;4;4;18;1;-;-;9;5;83
"510779 Santo Antônio do Leste";6;9;-;-;3;1;3;-;12;17;18;-;2;10;39;5;2;1;20;5;153
"510780 Santo Antônio do Leverger";56;70;3;5;2;13;1;1;70;41;81;13;8;49;198;19;5;23;98;39;795
"510785 São Félix do Araguaia";71;19;16;43;5;13;-;1;90;103;68;19;19;73;134;6;3;4;164;32;883
"510729 São José do Povo";2;9;-;3;4;-;29;-;14;11;23;3;3;15;23;8;-;2;17;4;170
"510730 São José do Rio Claro";47;42;7;13;3;6;1;-;114;147;118;13;4;86;259;11;2;13;113;19;1018
"510735 São José do Xingu";17;8;2;2;1;1;-;-;16;28;25;6;3;15;81;8;2;-;49;10;274
"510710 São José dos Quatro Marcos";9;89;2;6;8;17;1;-;65;39;85;9;18;86;43;4;2;39;124;4;650
"510740 São Pedro da Cipa";16;14;4;6;11;1;11;-;38;17;34;8;7;9;55;5;3;6;28;8;281
"510787 Sapezal";109;76;8;15;3;7;-;-;40;202;112;24;10;76;337;5;5;12;92;19;1152
"510788 Serra Nova Dourada";-;1;-;2;1;2;-;-;8;5;11;1;2;4;24;-;-;1;3;-;65
"510790 Sinop";102;653;18;52;60;68;4;2;382;190;458;59;111;381;2477;192;35;113;1442;139;6938
"510792 Sorriso";159;252;37;28;36;43;1;6;263;391;301;63;57;199;1254;118;17;24;799;171;4219
"510794 Tabaporã";40;30;5;4;-;2;-;3;28;76;43;20;15;52;94;2;4;18;65;2;503
"510795 Tangará da Serra";267;284;19;94;39;37;2;8;449;741;402;171;76;458;1236;2;14;70;631;170;5170
"510800 Tapurah";37;93;5;14;5;2;-;1;42;66;96;14;9;104;176;6;3;7;104;10;794
"510805 Terra Nova do Norte";44;47;14;24;-;6;1;3;66;94;101;10;7;102;125;4;3;4;80;7;742
"510810 Tesouro";61;19;2;24;11;3;2;-;17;34;28;1;1;13;45;3;-;1;14;1;280
"510820 Torixoréu";41;12;5;11;5;4;-;2;35;54;31;6;2;48;37;-;-;1;19;-;313
"510830 União do Sul";4;5;-;2;3;4;-;-;9;9;15;3;3;10;37;3;1;4;51;9;172
"510835 Vale de São Domingos";7;4;-;1;-;6;-;-;18;16;21;7;4;13;21;1;1;4;39;1;164
"510840 Várzea Grande";1121;1010;51;193;123;196;10;7;1675;1052;1616;257;241;801;4050;436;46;290;2345;1474;16994
"510850 Vera";13;32;7;5;9;6;-;2;46;33;39;4;17;27;129;12;4;1;132;21;539
"510550 Vila Bela da Santíssima Trindade";66;29;10;8;2;19;-;2;35;75;86;12;9;125;115;4;3;24;112;7;743
"510860 Vila Rica";21;34;-;5;4;4;2;-;13;18;32;4;1;28;82;12;4;2;109;13;388
"520005 Abadia de Goiás";32;38;14;7;18;16;2;-;71;66;91;13;12;31;154;20;9;15;116;8;733
"520010 Abadiânia";19;27;3;5;35;9;6;-;57;25;29;6;9;16;169;16;3;2;93;13;542
"520013 Acreúna";105;52;6;24;8;31;5;2;149;267;111;7;24;121;130;21;4;11;165;83;1326
"520015 Adelândia";1;12;-;1;-;-;1;-;9;5;13;-;2;9;13;1;-;2;17;3;89
"520017 Água Fria de Goiás";6;-;2;1;-;5;1;-;12;6;20;-;3;4;30;5;2;4;23;2;126
"520020 Água Limpa";3;10;-;5;-;-;1;-;9;8;21;3;1;9;7;1;-;2;9;-;89
"520025 Águas Lindas de Goiás";221;413;76;109;140;99;39;20;436;706;522;122;120;394;2159;558;56;151;792;452;7585
"520030 Alexânia";44;84;12;40;40;14;10;6;195;207;258;41;23;245;399;24;14;24;155;109;1944
"520050 Aloândia";2;4;-;1;-;1;-;-;7;2;4;-;1;8;4;1;-;-;7;-;42
"520055 Alto Horizonte";5;14;1;-;2;2;2;-;15;3;10;-;6;8;10;7;5;5;30;6;131
"520060 Alto Paraíso de Goiás";24;9;4;-;13;6;-;-;18;41;26;-;5;14;126;18;2;5;36;6;353
"520080 Alvorada do Norte";22;16;3;38;3;7;3;2;44;64;84;4;12;107;100;10;3;3;62;5;592
"520082 Amaralina";1;2;-;-;-;1;2;-;9;-;15;-;2;7;18;1;1;1;27;2;89
"520085 Americano do Brasil";17;14;4;17;5;3;3;-;40;52;30;4;9;35;24;11;2;7;42;34;353
"520090 Amorinópolis";17;8;-;11;-;5;-;3;18;50;38;1;8;31;31;2;-;5;24;3;255
"520110 Anápolis";757;1629;172;219;2124;358;612;23;1873;1583;2146;268;603;1199;4699;608;132;365;2592;409;22371
"520120 Anhanguera";3;1;-;-;-;-;-;-;10;11;10;2;-;4;3;1;-;-;4;-;49
"520130 Anicuns";20;66;2;4;8;18;11;1;142;37;95;3;26;51;58;10;6;8;128;19;713
"520140 Aparecida de Goiânia";1047;1429;124;182;1143;307;317;16;1799;1795;2319;340;730;1107;4892;672;161;400;4520;525;23825
"520145 Aparecida do Rio Doce";2;13;-;-;1;3;3;-;9;4;13;5;1;8;23;2;2;1;20;5;115
"520150 Aporé";7;7;2;11;3;5;1;-;29;36;23;2;2;26;15;7;1;16;13;-;206
"520160 Araçu";26;17;3;39;5;1;3;-;30;74;50;6;7;25;27;4;1;48;31;4;401
"520170 Aragarças";44;90;25;14;2;12;11;1;106;69;99;15;23;81;179;13;9;14;90;29;926
"520180 Aragoiânia";43;22;2;15;18;13;7;-;58;124;85;25;24;36;70;9;3;7;125;8;694
"520215 Araguapaz";14;7;2;5;11;2;4;-;40;46;44;4;12;47;69;7;3;6;53;9;385
"520235 Arenópolis";42;5;1;7;3;16;-;-;19;69;35;5;14;46;26;1;1;5;19;4;318
"520250 Aruanã";34;16;7;4;2;4;1;1;37;63;45;10;16;58;110;10;2;7;83;18;528
"520260 Aurilândia";7;11;-;4;2;2;5;-;32;28;10;1;2;14;5;1;1;1;30;9;165
"520280 Avelinópolis";7;12;-;3;4;3;-;-;26;15;33;6;3;11;11;3;2;5;36;13;193
"520310 Baliza";11;9;2;5;5;2;2;-;17;21;18;-;3;18;28;1;1;1;25;3;172
"520320 Barro Alto";32;14;10;19;4;7;1;2;44;83;64;6;17;59;94;3;-;4;45;9;517
"520330 Bela Vista de Goiás";73;89;20;25;29;30;17;2;123;203;202;15;47;122;229;41;8;14;242;97;1628
"520340 Bom Jardim de Goiás";29;29;6;13;2;7;7;-;47;37;41;4;13;46;69;7;5;11;38;4;415
"520350 Bom Jesus de Goiás";102;74;23;93;17;32;12;6;218;440;148;59;38;208;253;20;11;87;139;20;2000
"520355 Bonfinópolis";20;31;1;4;10;7;1;-;31;30;32;3;9;14;80;8;1;8;65;8;363
"520357 Bonópolis";1;11;-;1;-;1;2;-;15;8;11;1;7;3;19;2;1;-;17;14;114
"520360 Brazabrantes";5;8;-;2;3;4;1;2;23;21;20;-;5;9;23;8;1;-;16;1;152
"520380 Britânia";55;18;1;46;2;1;2;-;33;158;46;8;10;67;24;9;2;-;72;8;562
"520390 Buriti Alegre";96;22;11;39;13;12;5;1;106;250;120;9;25;141;92;11;2;8;85;4;1052
"520393 Buriti de Goiás";21;6;3;12;2;6;-;-;14;28;22;3;10;18;12;3;1;4;26;6;197
"520396 Buritinópolis";5;9;1;2;1;2;2;-;5;2;13;4;-;6;28;2;-;1;11;2;96
"520400 Cabeceiras";9;12;-;-;9;4;-;2;13;19;18;2;7;13;75;5;-;5;37;6;236
"520410 Cachoeira Alta";54;22;6;21;5;7;2;2;38;70;44;7;12;128;71;3;7;8;42;6;555
